year;org_name;org_code;unit_main_code;unit_sub_code;unit_name;max 100 %;Kasvatusalat (1);Taiteet ja kulttuurialat (2);Humanistiset alat (3);Yhteiskunnalliset alat (4);Kauppa, hallinto ja oikeustieteet (5);Luonnontieteet (6);Tietojenkäsittely ja tietoliikenne (7);Tekniikan alat (8);Maa- ja metsätalousalat (9);Lääketieteet (10);Terveys- ja hyvinvointialat (11);Palvelualat (12)
2016;Oulun yliopisto;01904;02445;24085;Oulangan tutkimusasema;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;24085;240771;Oulangan tutkimusasema;100%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;240771;2407710;Oulangan tutkimusasema;100%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;02445;24088;LEAF;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;24088;240778;LEAF;100%;50%;0%;25%;0%;25%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;240778;2407780;LEAF;100%;50%;0%;25%;0%;25%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;02445;24089;Biodiversiteettiyksikkö;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;24089;240212;Biodiversiteettiyksikkö;100%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;240212;2402120;Biodiversiteettiyksikkö;100%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;00024;2450;Yhteiset;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;02450;24091;Yliopiston yhteiset;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;24091;240910;Yliopiston yhteiset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240910;2409100;Yliopiston yhteiset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24091;240911;Kiinteistöt;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409110;Kiinteistöt;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409115;Tilanvaraustilat;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409125;Autopaikat;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409130;Rakentaminen ja kunnossapito;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409135;Turvallisuus ja ympäristö;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409140;Aulapalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409150;Postipalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409155;Kalusteasentajat;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240911;2409160;Hankintapalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24091;240917;Strategiarahat;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240917;2409170;Strategiarahat;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24091;240918;YO Tietohallinto;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240918;2409180;YO Lisenssit;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240918;2409181;YO Infrastruktuuri;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240918;2409182;YO Tietojärjestelmät;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24091;240901;YO Koulutuspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240901;2409010;YO Koulutuspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;00024;2460;Johto ja palvelut;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;02460;24092;Johto ja palvelut;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Oulun yliopisto;01904;24092;240920;YK-hyvitykset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240920;2409200;YK-hyvitykset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240900;Rehtoraatin yksikkö;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240900;2409000;Rehtoraatin yksikkö;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240921;Johto ja palvelut - yhteiset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240921;2409210;Johto ja palvelut - yhteiset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240922;Henkilöstöpalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240922;2409220;Henkilöstöpalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240923;Koulutuspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409230;Resurssipooli;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409232;Opintotuki (entinen työelämäpalvelut) 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409236;Opetuksen tuki;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409237;Opiskelijavalinta;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409238;Opiskeluoikeuden ylläpito;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240923;2409239;Opiskelun tuki;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240924;Talouspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240924;2409240;Talouspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240925;Tila- ja turvallisuuspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240925;2409250;Tila- ja turvallisuuspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240925;2409251;Virastomestaripalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240927;Viestintä, markkinointi ja yhteiskuntasuhteet;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240927;2409270;Viestintä, markkinointi ja yhteiskuntasuhteet;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240928;Tutkimuksen strategiset palvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240928;2409280;Tutkimuksen strategiset palvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240930;Tietohallintopalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409300;Tietohallintopalvelut yhteiset;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409305;Asiakirjapalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409360;Tietojärjestelmäpalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409380;Infrapalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409385;Opetuksen ja tutkimuksen IT-tukipalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240930;2409390;Asiakaspalvelu;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240941;Palvelupisteet henkilöstöhallinto;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240941;2409471;Henkilöstöhallinto keskitetyt palvelut (KEPA);100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240942;Palvelupisteet koulutuspalvelut 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240942;2409412;Koulutuspalvelut HKT 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240942;2409422;Koulutuspalvelut LUTK 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240942;2409432;Koulutuspalvelut Kontinkangas 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240942;2409442;Koulutuspalvelut TTK 31.7.2016 saakka;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240943;Palvelupisteet talouspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240943;2409433;Taloushallinto Kontinkangas;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240943;2409473;Taloushallinto keskitetyt talouspalvelut palvelupiste;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240948;Tutkimuksen tukipalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240948;2409480;Tutkimuksen tukipalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240949;Innovaatio- ja yrittäjyyspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240949;2409245;Innovaatio- ja yrittäjyyspalvelut;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240720;Center for Health and Technology;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240720;2407200;Center for Health and Technology;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;24092;240775;CEE Innovaatiokeskittymä;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Oulun yliopisto;01904;240775;2407750;CEE Innovaatiokeskittymä;100%;12%;0%;7%;1%;4%;14%;17%;21%;0%;23%;1%;0%
2016;Poliisiammattikorkeakoulu;02557;;;;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Saimaan ammattikorkeakoulu;02609;;2017;Opiskelijapalvelut ja opetuksen yhteiset;100%;0%;4%;0%;0%;21%;0%;0%;20%;0%;0%;45%;10%
2016;Saimaan ammattikorkeakoulu;02609;;2040;TKI- ja palvelutoiminta;100%;0%;4%;0%;0%;21%;0%;0%;20%;0%;0%;45%;10%
2016;Saimaan ammattikorkeakoulu;02609;;2099;AMK yhteiset palvelut;100%;0%;4%;0%;0%;21%;0%;0%;20%;0%;0%;45%;10%
2016;Saimaan ammattikorkeakoulu;02609;;2100;Kulttuuri;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Saimaan ammattikorkeakoulu;02609;;2200;Liiketalous;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Saimaan ammattikorkeakoulu;02609;;2310;Hotelli- ja ravintola-ala;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Saimaan ammattikorkeakoulu;02609;;2500;Tekniikka;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Saimaan ammattikorkeakoulu;02609;;2400;Sosiaali- ja terveysala;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Saimaan ammattikorkeakoulu;02609;;2900;Kielikeskus;100%;0%;4%;0%;0%;21%;0%;0%;20%;0%;0%;45%;10%
2016;Satakunnan ammattikorkeakoulu;02507;;HYVO;Hyvinvointi;100%;0%;7%;0%;0%;0%;0%;0%;0%;0%;0%;93%;0%
2016;Satakunnan ammattikorkeakoulu;02507;;LOME;Logistiikka ja meriteknologia;100%;0%;0%;0%;0%;39%;0%;0%;52%;0%;0%;0%;9%
2016;Satakunnan ammattikorkeakoulu;02507;;OPET;Opetuspalvelut;100%;0%;2%;0%;0%;29%;0%;6%;28%;0%;0%;29%;6%
2016;Satakunnan ammattikorkeakoulu;02507;;PATA;Palveluliiketoiminta;100%;0%;1%;0%;0%;83%;0%;0%;0%;0%;0%;0%;16%
2016;Satakunnan ammattikorkeakoulu;02507;;RETO;Rehtorin toimisto;100%;0%;2%;0%;0%;29%;0%;6%;28%;0%;0%;29%;6%
2016;Savonia;02537;;100;LiTe vastuualueen yhteiset;100%;0%;0%;0%;0%;24%;0%;8%;51%;0%;0%;0%;17%
2016;Savonia;02537;;110;Teknologia ja ympäristöala;100%;0%;0%;0%;0%;0%;0%;13%;87%;0%;0%;0%;0%
2016;Savonia;02537;;300;Liiketalousala;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Savonia;02537;;350;Matkailu- ja ravitsemisala;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Savonia;02537;;400;Hyvin vastuualueen yhteiset;100%;7%;13%;0%;0%;0%;0%;0%;0%;8%;5%;67%;0%
2016;Savonia;02537;;410;Sosiaali- ja terveysala;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;7%;93%;0%
2016;Savonia;02537;;500;Kulttuuriala;100%;34%;66%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Savonia;02537;;600;Luonnonvara-ala;100%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%
2016;Savonia;02537;;800;Savonia liiketoiminta;100%;3%;6%;0%;0%;13%;0%;4%;28%;4%;2%;31%;9%
2016;Savonia;02537;;900;Hallinto- ja korkeakoulupalvelut;100%;3%;6%;0%;0%;13%;0%;4%;28%;4%;2%;31%;9%
2016;Seinäjoen ammattikorkeakoulu;02472;ElMa;ElMa;SeAMK Elintarvike ja maatalous ;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Seinäjoen ammattikorkeakoulu;02472;ElMa;MaMe;Luonnonvara (maa- & metsätalousalat);100%;;;;;;;;;100%;;;
2016;Seinäjoen ammattikorkeakoulu;02472;ElMa;BiEli;Bio- ja elintarviketekniikka (tekniikka);100%;;;;;;;;100%;;;;
2016;Seinäjoen ammattikorkeakoulu;02472;ElMa;Resto;Ravitsemisala (palveluala);100%;;;;;;;;;;;;100%
2016;Seinäjoen ammattikorkeakoulu;02472;LiKu;LiKu;SeAMK Liiketoiminta ja kulttuuri;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Seinäjoen ammattikorkeakoulu;02472;LiKu;Liike;Liiketalous (kauppa, hallinto & oikeus);100%;;;;;100%;;;;;;;
2016;Seinäjoen ammattikorkeakoulu;02472;LiKu;Kult;Kulttuuri (taiteet ja kulttuuri);100%;;100%;;;;;;;;;;
2016;Seinäjoen ammattikorkeakoulu;02472;LiKu;KiTi;Kirjasto ja tietopalvelu (yhteiskunnalliset alat);100%;;;;100%;;;;;;;;
2016;Seinäjoen ammattikorkeakoulu;02472;SosTer;SosTer;SeAMK Sosiaali- ja terveysala (terveys & hyvinvointi);100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Seinäjoen ammattikorkeakoulu;02472;Tekn;Tekn;SeAMK Tekniikka ;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Seinäjoen ammattikorkeakoulu;02472;Tekn;Tite;Tietotekniikka (tietojenkäsittely & tietoliikenne);100%;;;;;;;100%;;;;;
2016;Seinäjoen ammattikorkeakoulu;02472;Tsto;Tsto;SeAMK Toimisto ;100%;0%;5%;0%;3%;21%;0%;4%;27%;11%;0%;24%;5%
2016;Svenska handelshögskolan;01910;;4111;Finance, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4112;Finance, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4121;Statistics, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4122;Statistics, Vaasa;100%;0%;0%;50%;50%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4211;Management and Organisation, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4212;Management and Organisation, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4221;Entrepreneurship, Management and Organisation, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4222;Entrepreneurship, Management and Organisation, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4231;Information Systems Science, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4232;Information Systems Science, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4311;Commercial Law, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4312;Commercial Law, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4321;Accounting, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4322;Accounting, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4411;Marketing, Espoo;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4412;Marketing, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4511;Economics, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4512;Economics, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4711;Subject Swedish, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4712;Subject Swedish, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4721;Subject Finnish, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4722;Subject Finnish, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4731;Subject English, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4732;Subject English, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4741;Subject German, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4742;Subject German, Vaasa;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4751;Subject French, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4761;Subject Spanish, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;4771;Subject Russian, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Svenska handelshögskolan;01910;;8442;Supply Chain Management and Social Responsibility, Helsinki;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1260;KuvA/Johdon tuki;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1270;KuvA/Näyttelytoiminnan tuki;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1380;KuvA/Kv-avaukset;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1590;KuvA/Kirjasto;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;2201;TeaK/Ohjauksen koulutusohjelma;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;2231;TeaK/Tanssin koulutusohjelma BA;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;2822;TeaK/Opetuksen suunnitt ja keh;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;2832;TeaK/Näyttämö ja tarpeisto;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;3111;31160;SibA/Musiikkikasvatuksen aineryhmä;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;3740;37410;Konserttivahtimestarit;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;3750;SibA/Esitystekniikkapalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;3801;SibA/Varadekaani I;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;3830;SibA/Primo ohjelmapalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;7100;Viestintäpalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;7400;Opintopalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;8420;Avoin yliopisto;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1100;KuvA/Johto;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1130;KuvA/Viestintä;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1210;KuvA/Opintopalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1220;KuvA/Tekniset palvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1250;KuvA/Henkilöstöpalvelut;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1300;KuvA/Opiskelun tuki;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1310;KuvA/Taidegrafiikka;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1320;KuvA/Kuvanveisto;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1330;KuvA/Tila-aikataide;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1340;KuvA/Maalaustaide;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1360;KuvA/Yhteisen opetuksen opetusalue;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1390;KuvA/Esittämiskäytännöt ja tilallisuus;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1410;KuvA/Tohtorikoulutusohjelma;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1430;KuvA/Taiteellinen tutkimus;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1500;KuvA/Nykytaiteen laboratorio;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;1510;KuvA/Näyttelytoiminta;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Taideyliopisto;10103;;2101;TeaK/Dekaani;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
