year;org_name;org_code;unit_main_code;unit_sub_code;unit_name;max 100 %;Kasvatusalat (1);Taiteet ja kulttuurialat (2);Humanistiset alat (3);Yhteiskunnalliset alat (4);Kauppa, hallinto ja oikeustieteet (5);Luonnontieteet (6);Tietojenkäsittely ja tietoliikenne (7);Tekniikan alat (8);Maa- ja metsätalousalat (9);Lääketieteet (10);Terveys- ja hyvinvointialat (11);Palvelualat (12)
2016;Aalto yliopisto;10076;;A800;School services, ARTS ;100%;0%;85%;0%;0%;0%;0%;0%;15%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A801;Department of Film, Television and Scenography;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A802;Department of Media;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A803;Department of Design;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A805;Department of Art;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A850;Aalto Future Media Center;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;A899;School Common ARTS;100%;0%;85%;0%;0%;0%;0%;0%;15%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E700;School Services, BIZ;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E701;Department of Accounting;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E702;Department of Marketing;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E703;Department of Economics;100%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E704;Department of Information and Service Economy;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E706;Department of Management Studies;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E707;Department of Finance;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E710;Center for Markets in Transition (CEMAT);100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E720;Center for Knowledge and Innovation Research (CKIR);100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;E790;School Common, BIZ;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T100;School services, CHEM;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T101;Department of Biotechnology and Chemical Technology;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T102;Department of Chemistry;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T103;Department of Materials Science and Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T104;Department of Forest Products Technology;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T105;Department of Chemistry and Materials Science;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T106;Department of Chemical and Metallurgical Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T107;Department of Bioproducts and Biosystems;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T199;Shool common, CHEM;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T200;School cervices, ENG;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T201;Department of Architecture;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T210;Design Factory;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T211;School common, ENG;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T212;Department of Mechanical Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T213;Department of Built Environment;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T214;Department of Civil Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T300;School services SCI;100%;0%;0%;0%;0%;0%;0%;30%;70%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T302;Department of Mathematics and Systems Analysis;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T304;Department of Applied Physics;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T307;Department of Industrial Engineering and Management;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T310;EIT Digital Helsinki;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T313;Department of Computer Science;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T314;Department of Neuroscience and Biomedical Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T320;School common, SCI;100%;0%;0%;0%;0%;0%;0%;30%;70%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T400;School services ELEC;100%;0%;0%;0%;0%;0%;0%;27%;73%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T403;Deptartment of  Micro & Nanoscience;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T404;Department of Radio Science & Engineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T405;Department of Signal Processing & Acoustics;100%;0%;0%;0%;0%;0%;0%;65%;35%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T407;Department of  Communications & Networking;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T408;Metsähovi Radio Observatory;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T409;Aalto Nanofab;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T410;Department of Electrical Engineering & Automation;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T411;Department of Electronics & Nanoengineering;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;T499;School common, ELEC;100%;0%;0%;0%;0%;0%;0%;27%;73%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U100;University level;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U900;Leadership and LS Support Serv, Joint Units;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U901;Research and Innovation Serv;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U902;Learning Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U905;Finance Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U906;HR Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U908;Communications Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U909;IT Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U912;Campus Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U915;Secretarial Services;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U917;Fundraising;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U918;Endowment;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Aalto yliopisto;10076;;U920;Aalto Common Items;100%;0%;10%;0%;1%;10%;0%;14%;65%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Liiktal;Liiketalouden koulutus;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Kemtek;Kemiantekniikan koulutus;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Tiettek;Tietotekniikan koulutus;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Sähtek;Sähkö- ja automaatiotekniikan koulutus;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Terva;Terveysalan koulutus;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Centria-ammattikorkeakoulu;02536;;Sosia;Sosiaalialan koulutus;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Centria-ammattikorkeakoulu;02536;;Musa;Musiikin koulutus;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Centria-ammattikorkeakoulu;02536;;Huma;Humanistisen ja kasvatusalan koulutus;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Centria-ammattikorkeakoulu;02536;;YAMK;Ylemmät AMK-tutkinnot;100%;0%;0%;0%;0%;44%;0%;0%;23%;0%;0%;33%;0%
2016;Centria-ammattikorkeakoulu;02536;;Korkpal;Korkeakoulupalvelut;100%;3%;0%;0%;0%;37%;0%;11%;24%;0%;0%;25%;0%
2016;Centria-ammattikorkeakoulu;02536;;TKIpal;TKI-palvelut;100%;3%;0%;0%;0%;37%;0%;11%;24%;0%;0%;25%;0%
2016;Centria-ammattikorkeakoulu;02536;;Tuotal;Tuotantotalouden koulutus;100%;0%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;11;11 Yleinen ryhmä;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;12;12 Communication, Communities and Languages;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;13;13 Opiskelijoiden ohjaus ja kasvu;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;14;14 Pedagogical and community development;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;21;21 Yleinen ryhmä;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;22;22 Aikuis- ja työikäisen väestön kanssa tehtävä työ;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Diakonia-ammattikorkeakoulu;02623;; ;Alusta DIGI-USER;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;24;24 Hoitotyön ja terveyden edistäminen;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;26;26 Lapsi-, nuoriso- ja perhetyö;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;31;31 Yleinen ryhmä;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;32;32 Diakonia ja kristillinen kasvatus;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;34;34 Tulkkaus ja moninaisuustyö;100%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;41;41 Yleinen ryhmä;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;42;42 TKI-opinnot ja -toiminta;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;43;43 Ylemmät tutkinnot, työkäytännöt ja johtamistoiminta;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;51;51 Yleinen ryhmä;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;61;61 Rehtoraatti;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;62;62 Viestintä, tiedotus ja markkinointi;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;63;63 Henkilöstöpalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;64;64 Talouspalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;65;65 Tietohallintopalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;66;66 Kirjasto ja tietopalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;68;68 Tilapalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;74;74 Opintotoimistopalvelut, hakutoimisto;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Diakonia-ammattikorkeakoulu;02623;;75;75 Kansainvälisyyspalvelut;100%;0%;0%;9%;0%;0%;0%;0%;0%;0%;0%;91%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;2601405;Yleispalvelut;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;ABBA;DP in Aviation Business;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;AOKK;Ammatillinen opettajankoulutus;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;ASSI;Johdon assistenttityön ja kielten ko.;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;BITE;DP in Business Information Technology;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;FINA;Finanssi- ja talousasiantuntijan koulutusohjelma;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;GLOBBA;DP in International Business;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;HELI;Liiketalouden ko;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;HETI;Tietojenkäsittelyn ko;100%;0%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;HOSBA;DP in Hotel, Restaurant and Tourism Management;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;HOTEM;DP in Hospitality, Tourism and Experience Management;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;HOTRA;Hotelli- ja ravintola-alan liikkeenjohdon ko.;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;JOURA;Journalismin ko;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;LIIPO;Liiketalouden ko;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;LOT;Liikunnan ja vapaa-ajan ko;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;MATKA;Matkailun liikkeenjohdon ko.;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;MUBBA;DP for Multilingual Management Assistants;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;MYYNTI;Myyntityön ko;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;POBBA;DP in International Business;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;POMO;Matkailun ko;100%;5%;3%;0%;0%;51%;0%;16%;0%;0%;0%;0%;25%
2016;Haaga-Helia ammattikorkeakoulu;10056;;RUOKAT;Hotelli- ja ravintola-alan ko.;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;RUOKAT;Ruokatuotannon johtamisen ko;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;SAMPO;DP in International Sales and Marketing;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Haaga-Helia ammattikorkeakoulu;10056;;SPORT;DP in Sports and Leisure Management;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%
2016;Haaga-Helia ammattikorkeakoulu;10056;;VIMA;Myyntityön ja visuaalisen markkinoinnin ko;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H01;Yliopistopalvelut;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H10;Teologinen tiedekunta;100%;0%;0%;99%;1%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H20;Oikeustieteellinen tiedekunta;100%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H30;Lääketieteellinen tiedekunta;100%;0%;0%;0%;0%;0%;1%;0%;0%;0%;95%;4%;0%
2016;Helsingin yliopisto;01901;;H40;Humanistinen tiedekunta;100%;0%;6%;90%;5%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H50;Matemaattis- luonnontieteellinen tiedekunta;100%;0%;0%;0%;1%;0%;78%;20%;0%;0%;0%;1%;0%
2016;Helsingin yliopisto;01901;;H55;Farmasian tiedekunta;100%;0%;0%;0%;0%;0%;13%;0%;0%;0%;10%;78%;0%
2016;Helsingin yliopisto;01901;;H57;Bio- ja ympäristötieteellinen tiedekunta;100%;0%;0%;0%;1%;0%;93%;0%;0%;0%;6%;0%;0%
2016;Helsingin yliopisto;01901;;H60;Käyttäytymistieteellinen tiedekunta;100%;71%;1%;5%;22%;0%;0%;0%;0%;0%;3%;0%;0%
2016;Helsingin yliopisto;01901;;H70;Valtiotieteellinen tiedekunta;100%;0%;0%;9%;90%;0%;2%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H74;Svenska social- och kommunalhögskolan;100%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H80;Maatalous- metsätieteellinen tiedekunta;100%;0%;0%;0%;6%;0%;24%;0%;0%;70%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H90;Eläinlääketieteellinen tiedekunta;100%;0%;0%;0%;0%;0%;5%;0%;0%;88%;7%;0%;0%
2016;Helsingin yliopisto;01901;;H903;Tila- ja kiinteistökeskus;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H906;Kielikeskus;100%;10%;2%;24%;15%;8%;17%;4%;0%;10%;8%;4%;0%
2016;Helsingin yliopisto;01901;;H907;Tietotekniikkakeskus;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H909;UniSport;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H916;Neurotieteen tutkimuskeskus;100%;0%;0%;0%;0%;0%;29%;0%;0%;1%;70%;0%;0%
2016;Helsingin yliopisto;01901;;H918;Tutkijakollegium;100%;0%;0%;77%;21%;2%;0%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H919;Biotekniikan instituutti;100%;0%;0%;0%;0%;0%;93%;0%;0%;0%;7%;0%;0%
2016;Helsingin yliopisto;01901;;H92;Helsingin yliopiston tutkijakoulut;100%;6%;2%;17%;12%;5%;23%;1%;0%;11%;21%;3%;0%
2016;Helsingin yliopisto;01901;;H930;Avoin yliopisto;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H945;Suomen molekyylilääketieteen instituutti;100%;0%;0%;0%;0%;0%;10%;0%;0%;0%;61%;29%;0%
2016;Helsingin yliopisto;01901;;H955;Helsingin yliopiston koe-eläinkeskus;100%;0%;0%;0%;0%;0%;15%;0%;0%;0%;85%;0%;0%
2016;Helsingin yliopisto;01901;;H960;Helsingin yliopiston koulutus- ja kehittämispalvelut;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H97;Helsinki Institute of Life Science;100%;0%;0%;0%;0%;0%;51%;0%;0%;0%;35%;14%;0%
2016;Helsingin yliopisto;01901;;H978;Luonnontieteellinen keskusmuseo;100%;0%;0%;0%;0%;0%;100%;0%;0%;0%;0%;0%;0%
2016;Helsingin yliopisto;01901;;H981;Kansalliskirjasto;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Helsingin yliopisto;01901;;H985;Helsingin yliopiston kirjasto;100%;7%;1%;18%;12%;5%;26%;3%;0%;8%;16%;5%;0%
2016;Humanistinen ammattikorkeakoulu;02631;;10;Taiteet ja kulttuurialat;100%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Humanistinen ammattikorkeakoulu;02631;;20;Terveys- ja hyvinvointialat;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;100%;0%
2016;Humanistinen ammattikorkeakoulu;02631;;30;Humanistiset alat;100%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Humanistinen ammattikorkeakoulu;02631;;50;Yhteiset;100%;0%;28%;12%;0%;0%;0%;0%;0%;0%;0%;60%;0%
2016;Hämeen ammattikorkeakoulu;02467;;1;Yhteiset palvelut;100%;9%;4%;0%;0%;15%;0%;9%;25%;17%;0%;17%;4%
2016;Hämeen ammattikorkeakoulu;02467;;11;Yrittäjyys ja liiketoimintaosaaminen;100%;0%;13%;0%;0%;66%;0%;21%;0%;0%;0%;0%;0%
2016;Hämeen ammattikorkeakoulu;02467;;4;Ammatillinen opettajakorkeakoulu;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Hämeen ammattikorkeakoulu;02467;;6;Hyvinvointiosaaminen;100%;0%;4%;0%;0%;0%;0%;0%;0%;0%;0%;96%;0%
2016;Hämeen ammattikorkeakoulu;02467;;7;Teknologiaosaaminen;100%;0%;0%;0%;0%;0%;0%;14%;75%;0%;0%;0%;11%
2016;Hämeen ammattikorkeakoulu;02467;;8;Biotalous;100%;0%;0%;0%;0%;0%;0%;0%;13%;87%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;202010;Kasvatustieteiden ja psykologian osasto / Yhteiset;100%;74%;;;26%;;;;;;;;
2016;Itä-Suomen yliopisto;10088;100000;100000;Yliopiston johto, yhteiset ja yliopistopalvelut;100%;8%;0%;8%;10%;7%;27%;3%;0%;5%;19%;11%;0%
2016;Itä-Suomen yliopisto;10088;200000;200010;Filosofisen tiedekunnan hallinto / Yhteiset;100%;49%;2%;39%;10%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;201010;Humanistinen osasto / Yhteiset;100%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;201020;Humanistinen osasto / Suomen kieli ja kulttuuritieteet;100%;2%;2%;66%;31%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;201030;Humanistinen osasto / Vieraat kielet ja käännöstiede;100%;0%;0%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;202020;Kasvatustieteiden ja psykologian osasto / Erityispedagogiikka;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;202030;Kasvatustieteiden ja psykologian osasto / Kasvatustiede, aikuiskasvatus ja ohjaus;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;202040;Kasvatustieteiden ja psykologian osasto / Psykologia;100%;4%;0%;0%;96%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;203010;Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Yhteiset;100%;100%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;203020;Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Joensuu;100%;92%;6%;0%;3%;0%;0%;0%;0%;0%;0%;0%;0%
2016;Itä-Suomen yliopisto;10088;200000;203030;Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Savonlinna;100%;91%;7%;0%;2%;0%;0%;0%;0%;0%;0%;0%;0%
